plate,status,entry_time,exit_time,duration_minutes,fee,payment_method,entry_camera,exit_camera,user_name,session_uuid
۳۶د۹۶۹-۱۷,flagged,2026-07-28T05:08:20.843901+00:00,,,0,,entry,,,c37c26c9-929f-4d93-9d29-f6d537ad2a88
۶۲و۶۴۲-۱۷,flagged,2026-07-28T05:07:38.697001+00:00,,,0,,entry,,,9e961bb2-d4b2-4c52-9711-054b541785da
۱۳ی۴۶۸-۱۷,flagged,2026-07-28T05:07:14.786058+00:00,,,0,,entry,,,170081c5-d01f-42a1-9a3c-8e09b429dad5
۴۹ل۶۷۵-۹۷,flagged,2026-07-28T05:07:00.556016+00:00,,,0,,entry,,,1df670af-7954-4138-a37c-522ef570f932
۴۶د۷۱۹-۱۷,flagged,2026-07-28T05:06:50.447030+00:00,,,0,,entry,,,5efd75c5-dd5f-438e-b602-63707debf795
۹۴ج۸۸۳-۱۷,flagged,2026-07-28T05:05:59.358829+00:00,,,0,,entry,,,a8f0fa16-830b-41a1-8f13-e7a665730ef3
۴۳ه۳۴۴-۱۷,waived,2026-07-28T05:05:28.637892+00:00,2026-07-28T05:09:28.637892+00:00,4,0,waived,entry,exit,,ee6fceae-54b9-4d5d-bb3b-bec0000d7940
۴۲ج۷۹۸-۲۵,flagged,2026-07-28T05:05:13.736864+00:00,,,0,,entry,,,dd4ee462-7cc0-4c4c-9032-2301bff5dea5
۲۹ی۹۴۸-۱۷,flagged,2026-07-28T05:04:32.520856+00:00,,,0,,entry,,,e7e89489-c7c8-4263-a48c-25ee7ea973d4
۲۵ی۳۹۴-۱۷,flagged,2026-07-28T05:04:30.856474+00:00,,,0,,entry,,,51aec4c1-57cc-404a-a7ed-31deb0c023e7
۷۶ط۹۷۸-۱۷,waived,2026-07-28T05:03:44.689604+00:00,2026-07-28T05:06:44.689604+00:00,3,0,waived,entry,exit,,f9600e30-dcef-40ac-908d-618fc5e339b4
۱۲و۵۷۸-۱۷,flagged,2026-07-28T05:03:39.008383+00:00,,,0,,entry,,,7e5c647c-de52-4027-88e1-3ab2f91458a5
۲۶م۴۸۱-۱۷,waived,2026-07-28T05:02:43.557642+00:00,2026-07-28T11:43:43.557642+00:00,401,325833,waived,entry,exit,,16d275c9-c7ce-46b0-9ea4-ca42d3a95f60
۴۳م۹۴۴-۱۷,waived,2026-07-28T05:02:04.359141+00:00,2026-07-28T05:04:04.359141+00:00,2,0,waived,entry,exit,,4e06a5b1-a784-4694-bbe6-84dd5e0ded2c
۶۳د۶۹۹-۱۷,flagged,2026-07-28T05:01:53.205409+00:00,,,0,,entry,,,9e9bd036-2508-452c-97e3-4e81f9d96311
۳۴ق۷۳۴-۱۷,waived,2026-07-28T05:00:03.268256+00:00,2026-07-28T11:45:03.268256+00:00,405,329166,waived,entry,exit,,be22a8e6-e385-49f5-8565-430ed718e2cc
۹۴ل۳۵۳-۱۷,waived,2026-07-28T04:58:19.445918+00:00,2026-07-28T10:53:19.445918+00:00,355,287500,waived,entry,exit,,0ee2f3db-3dda-4931-88ba-72f278458ba6
۶۳ج۸۹۹-۲۷,waived,2026-07-28T04:57:19.765484+00:00,2026-07-28T06:57:19.765484+00:00,120,91666,waived,entry,exit,,917c2047-9fff-44eb-92b5-4fb5b9414488
۵۱و۷۸۶-۱۷,waived,2026-07-28T04:56:29.761599+00:00,2026-07-28T06:24:29.761599+00:00,88,65000,waived,entry,exit,,498dc784-907e-4c70-9118-192e32abe346
۸۷ه۴۴۶-۱۷,flagged,2026-07-28T04:56:27.018722+00:00,,,0,,entry,,,18b4f53e-eaa7-4f98-8c54-b1c25bf0f9d2
۲۹ط۴۷۱-۱۷,waived,2026-07-28T04:55:11.274598+00:00,2026-07-28T07:33:11.274598+00:00,158,123333,waived,entry,exit,,1efd27b7-3670-4f17-8aa7-dbabbe395040
۴۹ن۹۵۵-۱۷,waived,2026-07-28T04:55:01.626691+00:00,2026-07-28T05:26:01.626691+00:00,31,17500,waived,entry,exit,,7728b700-628e-4d49-b3fc-0a6e5ac0e398
۳۵ه۶۳۲-۱۷,waived,2026-07-28T04:52:18.622625+00:00,2026-07-28T11:49:18.622625+00:00,417,339166,waived,entry,exit,,6e2e7f2a-72b3-40d4-83c9-26776c5d679d
۳۷م۸۹۸-۱۷,waived,2026-07-28T04:51:53.548063+00:00,2026-07-28T05:33:53.548063+00:00,42,26666,waived,entry,exit,,ba6e59c1-49cc-49c4-8ffb-213d236ba161
۴۷ی۶۳۵-۱۷,waived,2026-07-28T04:50:46.765840+00:00,2026-07-28T11:10:46.765840+00:00,380,308333,waived,entry,exit,,364b5f24-6229-4f93-abc1-bb46c0cd237b
۶۸س۳۲۲-۱۷,waived,2026-07-28T04:49:58.187633+00:00,2026-07-28T11:00:58.187633+00:00,371,300833,waived,entry,exit,,bf25b958-531b-4f02-bf53-85dc85142eaa
۶۱ه۴۴۶-۱۷,waived,2026-07-28T04:49:06.499077+00:00,2026-07-28T07:42:06.499077+00:00,173,135833,waived,entry,exit,,62656d55-d6a3-4619-a5a6-774680879ce5
۱۹ط۷۸۱-۱۷,waived,2026-07-28T04:47:42.630097+00:00,2026-07-28T11:37:42.630097+00:00,410,333333,waived,entry,exit,,3f61e0e7-5615-42ad-aeb2-440c257cadf3
۴۱ص۸۴۷-۱۷,waived,2026-07-28T04:47:28.017696+00:00,2026-07-28T11:20:28.017696+00:00,393,319166,waived,entry,exit,,e00d6530-1a32-43de-b977-c318d6f013fe
۴۷د۸۱۹-۱۷,flagged,2026-07-28T04:46:43.379963+00:00,,,0,,entry,,,9aff6f91-0661-4e13-aa27-dbb246c049c2
۲۱ل۸۲۱-۱۷,flagged,2026-07-28T04:46:42.965301+00:00,,,0,,entry,,,1593b7e2-06a3-48a9-a26b-8c4a0c7531d4
۳۹ق۵۹۶-۱۷,waived,2026-07-28T04:45:22.611338+00:00,2026-07-28T10:49:22.611338+00:00,364,295000,waived,entry,exit,,72444bfb-f04b-425a-8fe1-28880463a3c3
۳۵و۵۴۶-۱۷,flagged,2026-07-28T04:43:40.799716+00:00,,,0,,entry,,,b4ac407e-034e-40af-afef-e4b30d9e2a77
۴۶ن۴۴۸-۱۷,flagged,2026-07-28T04:42:46.975332+00:00,,,0,,entry,,,772c47ce-e6fc-4620-94fe-2d93e617c39b
۴۷ب۵۷۴-۲۷,flagged,2026-07-28T04:42:43.672915+00:00,,,0,,entry,,,c7daec0e-3cc6-4a4f-aea1-f414c3e41bd1
۷۱ل۱۵۵-۷۷,flagged,2026-07-28T04:40:17.076214+00:00,,,0,,entry,,,b4ff4915-aa26-4602-81af-4a52a2d37140
۵۹و۴۷۴-۱۷,waived,2026-07-28T04:39:25.976658+00:00,2026-07-28T09:57:25.976658+00:00,318,256666,waived,entry,exit,,f54f095e-30c1-4309-829d-d0bef8ff9dda
۷۸ی۲۸۳-۱۷,waived,2026-07-28T04:39:00.706758+00:00,2026-07-28T11:45:00.706758+00:00,426,346666,waived,entry,exit,,cf523e0e-308c-4427-9616-97b28335b176
۴۱س۹۱۲-۱۷,waived,2026-07-28T04:38:57.528960+00:00,2026-07-28T11:22:57.528960+00:00,404,328333,waived,entry,exit,,136cfc76-f5df-42f2-9c59-ca7c58fcbe07
۷۴ه۴۲۴-۱۷,waived,2026-07-28T04:38:10.916541+00:00,2026-07-28T10:00:10.916541+00:00,322,260000,waived,entry,exit,,93b8392d-102d-4f6e-b285-22febb113cd9
۱۱و۷۲۹-۱۷,waived,2026-07-28T04:38:06.946051+00:00,2026-07-28T05:05:06.946051+00:00,27,14166,waived,entry,exit,,cf7e732e-e853-4f31-b5b2-d9e59f3607dd
۱۷م۹۵۲-۱۷,flagged,2026-07-28T04:35:06.047790+00:00,,,0,,entry,,,a67f6ab8-7a83-4189-8d4b-2318707f628c
۶۲ه۸۶۱-۱۷,waived,2026-07-28T04:34:27.532493+00:00,2026-07-28T12:37:27.532493+00:00,483,394166,waived,entry,exit,,f8db39ac-cc9e-462a-ada2-b700f6226456
۵۸ل۶۹۷-۱۷,waived,2026-07-28T04:34:02.891931+00:00,2026-07-28T10:56:02.891931+00:00,382,310000,waived,entry,exit,,a4311fda-14dc-459b-911e-e0a9a444fdc3
۸۹ب۹۴۴-۱۷,waived,2026-07-28T04:32:57.148070+00:00,2026-07-28T10:11:57.148070+00:00,339,274166,waived,entry,exit,,d252f0ad-be12-418e-a445-7af37f1de51f
۲۳ص۱۴۹-۱۷,flagged,2026-07-28T04:32:25.217311+00:00,,,0,,entry,,,1b40557b-e060-404e-aed8-ec0f143680fa
۸۸ج۵۳۴-۳۷,waived,2026-07-28T04:32:05.741531+00:00,2026-07-28T05:49:05.741531+00:00,77,55833,waived,entry,exit,,cd27c131-7694-4544-b09e-7f02f53ddbb4
۴۱ی۵۳۵-۹۱,waived,2026-07-28T04:31:23.129192+00:00,2026-07-28T10:15:23.129192+00:00,344,278333,waived,entry,exit,,6c250add-34cd-491a-a543-719c83c3f766
۷۲ه۳۶۹-۱۷,waived,2026-07-28T04:30:44.948504+00:00,2026-07-28T15:01:44.948504+00:00,631,400000,waived,entry,exit,,1295bb16-a670-4664-ab9b-7b2f0a2b4efc
۵۶ط۲۸۷-۱۷,waived,2026-07-28T04:28:40.726253+00:00,2026-07-28T11:02:40.726253+00:00,394,320000,waived,entry,exit,,1d0e88bb-f1f4-45dc-a302-b37fd39a177d
۸۵ق۷۹۱-۱۷,waived,2026-07-28T04:27:05.623179+00:00,2026-07-28T14:37:05.623179+00:00,610,400000,waived,entry,exit,,6f418f02-4314-464b-8758-9edb0ec34e14
۷۴ل۶۳۶-۱۷,waived,2026-07-28T04:26:43.600345+00:00,2026-07-28T09:29:43.600345+00:00,303,244166,waived,entry,exit,,774ad8dc-faf9-40e6-81d8-7a16b2590ec7
۱۹س۱۷۷-۱۷,waived,2026-07-28T04:26:38.583695+00:00,2026-07-28T11:30:38.583695+00:00,424,345000,waived,entry,exit,,04c86d8a-9ec2-416a-884e-8d4d7ed561f8
۹۷ی۲۷۲-۱۷,flagged,2026-07-28T04:26:02.228357+00:00,,,0,,entry,,,d0e8e717-e35a-45f9-8e9f-aba72af5a8b6
۷۵ی۴۷۱-۱۷,flagged,2026-07-28T04:25:34.108764+00:00,,,0,,entry,,,758fa35e-ce68-4b72-bba9-df53faaff6aa
۱۹ه۳۲۴-۱۷,waived,2026-07-28T04:24:22.358942+00:00,2026-07-28T06:22:22.358942+00:00,118,90000,waived,entry,exit,,1f1acf18-7389-4af1-a133-c29685f136e8
۹۳د۴۸۲-۱۷,waived,2026-07-28T04:22:28.744535+00:00,2026-07-28T14:49:28.744535+00:00,627,400000,waived,entry,exit,,4fd20224-02b2-47d4-a0df-06df4aff90de
۴۸ج۲۱۱-۲۷,flagged,2026-07-28T04:18:49.355500+00:00,,,0,,entry,,,3c0ce840-cc8f-45c7-bce2-bb050a03f3bd
۵۴ب۴۹۲-۱۷,waived,2026-07-28T04:18:42.489281+00:00,2026-07-28T12:34:42.489281+00:00,496,400000,waived,entry,exit,,17392f6b-3ec3-4684-8b10-0a534441913f
۱۲ه۱۷۶-۱۲,flagged,2026-07-28T04:18:40.433788+00:00,,,0,,entry,,,7ab4f698-5760-4860-aa7d-76f312429f84
۴۶س۵۵۴-۱۷,waived,2026-07-28T04:18:03.248613+00:00,2026-07-28T15:05:03.248613+00:00,647,400000,waived,entry,exit,,c5a3692f-e1aa-423b-aa53-d96d31cd97e9
۵۵د۶۹۳-۱۷,flagged,2026-07-28T04:14:59.220752+00:00,,,0,,entry,,,9a6300d4-2157-4282-a075-dff74bd4136d
۷۸ص۳۶۴-۱۷,flagged,2026-07-28T04:14:43.409537+00:00,,,0,,entry,,,5a02d927-b8c7-4a21-a697-52a722ee8a8b
۲۱ج۷۱۷-۱۷,flagged,2026-07-28T04:14:06.884029+00:00,,,0,,entry,,,7e862d3a-04de-40d6-92db-fac143886433
۲۵ل۸۷۹-۱۷,waived,2026-07-28T04:14:02.394533+00:00,2026-07-28T11:24:02.394533+00:00,430,350000,waived,entry,exit,,9399df5e-c708-4682-8ecb-2d4dea041204
۸۸و۲۷۲-۱۷,waived,2026-07-28T04:13:54.681768+00:00,2026-07-28T12:32:54.681768+00:00,499,400000,waived,entry,exit,,783107cd-7154-4b92-b690-8a1c2a85f446
۸۵ق۸۴۹-۱۷,flagged,2026-07-28T04:12:46.811230+00:00,,,0,,entry,,,c7699316-744e-4072-8999-9812858afe6a
۷۲ج۵۷۳-۱۷,waived,2026-07-28T04:11:10.369279+00:00,2026-07-28T11:17:10.369279+00:00,426,346666,waived,entry,exit,,1ecac13f-2560-4880-a88d-1ba07086a1a6
۵۵ص۱۷۸-۲۷,flagged,2026-07-28T04:10:54.500190+00:00,,,0,,entry,,,5fad151a-b904-468e-b66a-c89d940d5f51
۳۹ط۸۴۵-۱۷,waived,2026-07-28T04:10:36.688749+00:00,2026-07-28T14:20:36.688749+00:00,610,400000,waived,entry,exit,,ab009dc7-2351-4b24-b44b-5fe0d063d307
۴۵ی۸۵۶-۱۷,flagged,2026-07-28T04:08:18.346328+00:00,,,0,,entry,,,78b1cda9-7a8d-4249-8072-9f465e3e6470
۴۷د۷۹۵-۱۷,flagged,2026-07-28T04:08:15.303960+00:00,,,0,,entry,,,3df2245e-8169-4531-9a21-f36724bb54b3
۵۴ب۷۳۶-۱۷,waived,2026-07-28T04:08:13.401000+00:00,2026-07-28T11:16:13.401000+00:00,428,348333,waived,entry,exit,,e8d7dc3a-f0cb-4545-b2a9-8e67f67a9cfc
۳۳ب۶۶۵-۱۷,waived,2026-07-28T04:08:02.963889+00:00,2026-07-28T09:29:02.963889+00:00,321,259166,waived,entry,exit,,6c2589d6-216d-4c21-813b-595f680fef3e
۵۴ب۲۶۵-۱۷,waived,2026-07-28T04:07:43.807583+00:00,2026-07-28T10:29:43.807583+00:00,382,310000,waived,entry,exit,,df45550d-462d-4abf-b5c6-4fd7d5659454
۱۵ی۷۲۹-۱۷,waived,2026-07-28T04:07:14.530391+00:00,2026-07-28T09:44:14.530391+00:00,337,272500,waived,entry,exit,,28f1c129-fe53-4146-8724-8a0a24fec75d
۳۶ب۹۸۳-۱۷,waived,2026-07-28T04:06:45.991416+00:00,2026-07-28T10:37:45.991416+00:00,391,317500,waived,entry,exit,,45201678-d4cf-431c-aa39-1801f13a593d
۲۲ب۳۴۵-۱۷,waived,2026-07-28T04:06:05.196920+00:00,2026-07-28T05:54:05.196920+00:00,108,81666,waived,entry,exit,,0b1717f8-df48-4a55-a4b8-82d9edfc6c18
۳۷ب۸۱۳-۱۷,waived,2026-07-28T04:05:41.862454+00:00,2026-07-28T05:31:41.862454+00:00,86,63333,waived,entry,exit,,61e5ae2a-028b-4ef9-8ccd-13e10146b234
۵۵م۳۹۹-۱۵,waived,2026-07-28T04:05:15.433541+00:00,2026-07-28T13:51:15.433541+00:00,586,400000,waived,entry,exit,,becb9dc6-a8db-486f-9984-dfe68213644f
۱۳ه۱۷۶-۱۷,waived,2026-07-28T04:05:04.772810+00:00,2026-07-28T11:58:04.772810+00:00,473,385833,waived,entry,exit,,9c5a19b8-e7af-47a2-a016-6b7aaea3dd19
۷۳ل۲۴۱-۲۵,flagged,2026-07-28T04:03:47.304788+00:00,,,0,,entry,,,fc02783b-188b-4ff9-851d-10ad20406122
۷۷س۹۱۶-۹۷,waived,2026-07-28T04:02:44.879580+00:00,2026-07-28T10:18:44.879580+00:00,376,305000,waived,entry,exit,,055dacef-77ee-4304-99db-3740bbf468cb
۹۱ی۱۷۴-۱۷,waived,2026-07-28T04:01:35.003837+00:00,2026-07-28T14:45:35.003837+00:00,644,400000,waived,entry,exit,,e8f6f21b-f959-4076-8efa-e421ac2d2d7c
۸۲م۳۳۴-۱۷,waived,2026-07-28T04:01:18.562758+00:00,2026-07-28T13:21:18.562758+00:00,560,400000,waived,entry,exit,,31aedbca-4819-49cd-aefa-27b045a8fc9d
۲۵و۸۳۱-۱۷,waived,2026-07-28T04:00:35.872022+00:00,2026-07-28T10:12:35.872022+00:00,372,301666,waived,entry,exit,,6ea89fa2-18c4-4301-8f9d-e3bb493900a8
۳۶ل۴۵۹-۱۷,waived,2026-07-27T14:58:38.649837+00:00,2026-07-27T18:23:56.317541+00:00,205,0,waived,entry,,,c554b951-65f4-4094-9538-3c34b331b384
۹۱ی۱۷۴-۱۷,waived,2026-07-27T14:56:45.977356+00:00,2026-07-27T18:23:56.317541+00:00,207,0,waived,entry,,,46eed440-87ed-444a-8f33-d3c7432ae21c
۲۴س۶۷۱-۲۷,waived,2026-07-27T14:51:56.989073+00:00,2026-07-27T18:23:56.317541+00:00,211,0,waived,entry,,,5ea7ff38-f16f-4520-a7d6-01890abfce62
۲۲ب۳۴۵-۱۷,waived,2026-07-27T14:49:24.668987+00:00,2026-07-27T18:23:56.317541+00:00,214,0,waived,entry,,,95c26c57-9754-4bf5-aeb0-06f239d76dd5
۲۴س۶۷۱-۲۷,waived,2026-07-27T14:48:26.461887+00:00,2026-07-27T18:23:56.317541+00:00,215,0,waived,entry,,,798ea762-4080-4e2e-a086-df07e6b9cb61
۶۲م۴۷۳-۱۷,waived,2026-07-27T14:47:41.685217+00:00,2026-07-27T18:23:56.317541+00:00,216,0,waived,entry,,,a054ac28-9ed7-45af-9620-335ff56ef21e
۱۵ج۲۷۹-۱۷,waived,2026-07-27T14:47:12.542724+00:00,2026-07-27T18:23:56.317541+00:00,216,0,waived,entry,,,a659e014-97ba-472d-8758-c7fccf4ddfb0
۲۲ب۳۴۵-۱۷,flagged,2026-07-27T14:41:54.467310+00:00,,,0,,entry,,,9ee80963-91de-4fe0-9609-369f52ca89fa
۴۶س۵۵۴-۱۷,waived,2026-07-27T14:35:42.608324+00:00,2026-07-27T18:23:56.317541+00:00,228,0,waived,entry,,,f1d10a86-32ed-45c7-b742-0c4cbe7f5eac
۴۴ی۴۲۲-۱۷,waived,2026-07-27T14:29:12.944315+00:00,2026-07-27T18:23:56.317541+00:00,234,0,waived,entry,,,0dc63d80-cf33-4219-8033-2a9bc77e6d30
۶۶ن۹۵۴-۱۷,waived,2026-07-27T14:28:39.272385+00:00,2026-07-27T18:23:56.317541+00:00,235,0,waived,entry,,,d1837aef-15e8-4b53-b6dc-c0c584610ffd
۳۷و۲۲۵-۱۷,waived,2026-07-27T14:24:48.577093+00:00,2026-07-27T18:23:56.317541+00:00,239,0,waived,entry,,,5f246cee-74b9-46bf-97af-8d245ebbfb22
۳۵ص۳۵۳-۱۷,waived,2026-07-27T14:23:50.327535+00:00,2026-07-27T14:52:09.023956+00:00,28,15000,waived,entry,exit,,8f224480-97e5-4eeb-852e-20d89054a73d
۳۸ی۶۱۷-۱۷,waived,2026-07-27T14:16:08.849943+00:00,2026-07-27T18:23:56.317541+00:00,247,0,waived,entry,,,c4b40000-05f1-4315-8c85-4eb645ed044f
۷۴ه۸۶۱-۱۷,waived,2026-07-27T14:14:12.551488+00:00,2026-07-27T18:23:56.317541+00:00,249,0,waived,entry,,,3ac3a903-3e55-402a-b51e-672c8e08d3a2
۳۹ی۸۸۱-۱۷,waived,2026-07-27T14:12:47.296534+00:00,2026-07-27T18:23:56.317541+00:00,251,0,waived,entry,,,a05857c3-9d41-4f96-b7d3-152f329d2d34
۴۴ی۴۲۲-۱۷,flagged,2026-07-27T14:03:24.700158+00:00,,,0,,entry,,,11127b66-581b-4b8b-a40e-ad76e6b22937
۴۲ج۷۹۸-۲۵,waived,2026-07-27T14:03:22.528588+00:00,2026-07-27T18:23:56.317541+00:00,260,0,waived,entry,,,b460a8e9-e0fb-4337-8786-ac6d0e60e8bb
۴۲ج۷۹۸-۲۵,flagged,2026-07-27T14:01:01.339841+00:00,,,0,,entry,,,d27b20c0-5e52-462d-b4c1-16b74650a50c
۷۱ی۳۹۲-۱۷,waived,2026-07-27T13:53:46.840410+00:00,2026-07-27T14:01:16.966161+00:00,7,0,waived,entry,exit,,826ac482-fe18-48a7-b8f6-fd1dbb13c98d
۹۷ه۹۵۷-۱۷,waived,2026-07-27T13:53:44.691215+00:00,2026-07-27T18:23:56.317541+00:00,270,0,waived,entry,,,388e9e38-7395-439f-ac58-cc75c28bb92a
۵۸م۹۳۶-۱۷,waived,2026-07-27T13:45:11.585240+00:00,2026-07-27T13:53:10.331624+00:00,7,0,waived,entry,exit,,c2d9fa6c-ec9f-40d6-a654-24a0e3cd021f
۳۹ی۷۸۷-۲۷,waived,2026-07-27T13:38:12.778731+00:00,2026-07-27T13:46:28.780043+00:00,8,0,waived,entry,exit,,1787f76e-fe97-46a9-b002-b15a4b0fae82
۸۲و۲۳۲-۱۷,waived,2026-07-27T13:30:55.904331+00:00,2026-07-27T18:23:56.317541+00:00,293,0,waived,entry,,,c6797cc6-4ce8-44fe-a00a-4dd68f3b523a
۴۷د۷۹۵-۱۷,waived,2026-07-27T13:29:35.259801+00:00,2026-07-27T18:23:56.317541+00:00,294,0,waived,entry,,,8bfcbd4d-2fdd-4237-a6a4-7ed50d4e6dba
۳۷ق۶۵۸-۱۷,waived,2026-07-27T13:25:19.905286+00:00,2026-07-27T13:28:12.969509+00:00,2,0,waived,entry,exit,,fe6fa0bf-a053-4ec0-abaa-256f4d44f642
۶۲و۱۶۵-۱۷,waived,2026-07-27T13:18:47.925301+00:00,2026-07-27T13:38:01.990189+00:00,19,7500,waived,entry,exit,,4496dd2c-a5ab-413f-88fe-7ce5a022f178
۳۶د۹۵۳-۱۲,waived,2026-07-27T13:05:26.095217+00:00,2026-07-27T18:23:56.317541+00:00,318,0,waived,entry,,,91df1c97-8776-4541-bcd3-2cb94b7b1503
۲۵م۱۳۲-۱۷,waived,2026-07-27T12:57:35.579045+00:00,2026-07-27T13:05:39.358597+00:00,8,0,waived,entry,exit,,e12d1eca-ced4-4ab2-b35f-0522e86927ad
۳۸ن۸۲۶-۱۷,waived,2026-07-27T12:48:53.708179+00:00,2026-07-27T18:23:56.317541+00:00,335,0,waived,entry,,,1cf4f6bc-f71c-4fec-8f78-f1fc2e852eca
۴۲م۵۶۴-۲۷,waived,2026-07-27T12:46:43.767066+00:00,2026-07-27T12:49:19.329244+00:00,2,0,waived,entry,exit,,50eba728-fdc0-4320-98af-6fcacbe0c453
۴۹د۸۴۷-۱۷,waived,2026-07-27T12:34:11.137074+00:00,2026-07-27T18:23:56.317541+00:00,349,0,waived,entry,,,b5846196-6731-4542-bf03-25b05ffb29fd
۲۸ب۶۷۲-۱۷,waived,2026-07-27T12:26:07.299990+00:00,2026-07-27T18:23:56.317541+00:00,357,0,waived,entry,,,cdbe5d65-75ed-4fe7-9c43-f4371b5a2975
۹۹م۹۷۵-۱۷,waived,2026-07-27T12:25:51.600070+00:00,2026-07-27T12:41:02.080520+00:00,15,4166,waived,entry,exit,,f2b9d4e6-4036-47ce-bf8a-a38cb41b4ad4
۳۵ب۵۹۷-۱۷,waived,2026-07-27T12:14:32.864688+00:00,2026-07-27T18:23:56.317541+00:00,369,0,waived,entry,,,1350a8f5-d699-459f-8556-3c39a6c37470
۴۱ب۶۸۸-۱۷,waived,2026-07-27T12:13:57.047845+00:00,2026-07-27T18:23:56.317541+00:00,369,0,waived,entry,,,6c882794-3a1b-44fb-ab94-6223c12e45e5
۸۷و۲۳۵-۱۵,waived,2026-07-27T11:53:43.313230+00:00,2026-07-27T12:05:08.359060+00:00,11,833,waived,entry,exit,,07fcb3c9-59ad-4a63-b823-f5df1109c437
۱۹ط۷۸۱-۱۷,waived,2026-07-27T11:53:25.336487+00:00,2026-07-27T11:59:13.330804+00:00,5,0,waived,entry,exit,,e61bdd12-7b9b-486e-8f72-8f50f7306e48
۷۴ج۴۱۹-۱۷,waived,2026-07-27T11:47:11.255365+00:00,2026-07-27T12:13:12.760683+00:00,26,13333,waived,entry,exit,,9745a34b-27d1-456a-b59d-53cfb8e3e9ce
۵۸و۶۲۵-۱۷,waived,2026-07-27T11:43:54.079179+00:00,2026-07-27T11:48:14.165918+00:00,4,0,waived,entry,exit,,40f72bd6-647d-4cb3-aa88-e8645f9f4792
۲۸ب۶۷۲-۱۷,flagged,2026-07-27T11:36:32.821702+00:00,,,0,,entry,,,5fa75235-0db9-4a09-8cc3-ffe59251edb5
۵۳ص۹۵۱-۱۷,waived,2026-07-27T11:23:51.206932+00:00,2026-07-27T18:23:56.317541+00:00,420,0,waived,entry,,,b74133d9-e124-4400-95ea-d74f2098a55d
۴۵ل۷۹۵-۱۷,waived,2026-07-27T11:20:20.703881+00:00,2026-07-27T18:23:56.317541+00:00,423,0,waived,entry,,,5530fe64-0caf-482a-8681-c628f09cf9c8
۸۶م۲۹۳-۱۷,waived,2026-07-27T11:17:03.529644+00:00,2026-07-27T18:23:56.317541+00:00,426,0,waived,entry,,,c35b2407-b96a-414e-aa8b-bca305263fae
۱۹و۹۸۳-۱۷,waived,2026-07-27T11:14:17.817603+00:00,2026-07-27T18:23:56.317541+00:00,429,0,waived,entry,,,751326b4-026c-4102-bb0d-1b3cd9714c44
۶۲ه۲۲۶-۱۷,waived,2026-07-27T11:14:08.881366+00:00,2026-07-27T11:21:26.976777+00:00,7,0,waived,entry,exit,,7bd8a514-79b9-4997-8787-74c12c22046e
۴۱س۷۲۷-۲۷,waived,2026-07-27T11:13:50.883375+00:00,2026-07-27T11:53:57.415810+00:00,40,25000,waived,entry,exit,,9ecf8f55-98c9-492f-82f4-cc945aebadf6
۱۴د۳۷۱-۱۷,waived,2026-07-27T11:13:30.718558+00:00,2026-07-27T13:41:33.125183+00:00,148,115000,waived,entry,exit,,663eb71d-b7ea-4d75-8bf9-b649b600eec4
۳۷ی۶۵۶-۱۷,waived,2026-07-27T11:12:10.141097+00:00,2026-07-27T18:23:56.317541+00:00,431,0,waived,entry,,,247e2661-30f7-4dc4-9500-1505c7732e4b
۲۵ی۳۹۴-۱۷,waived,2026-07-27T11:08:55.206085+00:00,2026-07-27T18:23:56.317541+00:00,435,0,waived,entry,,,26ed79b9-7358-43de-b053-5e962d86aa4b
۸۸ج۳۷۵-۱۷,waived,2026-07-27T11:06:45.297260+00:00,2026-07-27T18:23:56.317541+00:00,437,0,waived,entry,,,7c4e657d-361f-46b0-961c-30542a6c016d
۳۶د۹۵۳-۱۷,waived,2026-07-27T11:06:18.438296+00:00,2026-07-27T18:23:56.317541+00:00,437,0,waived,entry,,,d05c5af6-08b2-4a09-ad95-45e23fda79d4
۳۶۹۵۳-۱۷,waived,2026-07-27T11:06:16.208843+00:00,2026-07-27T18:23:56.317541+00:00,437,0,waived,entry,,,9bd99ea7-5edd-42d6-a312-7163b31d990f
۵۳س۲۸۶-۱۷,waived,2026-07-27T11:00:42.158495+00:00,2026-07-27T18:23:56.317541+00:00,443,0,waived,entry,,,5da5f25d-258f-43cb-ac2e-c957c4525024
۵۲س۲۸۶-۱۷,waived,2026-07-27T11:00:39.864923+00:00,2026-07-27T18:23:56.317541+00:00,443,0,waived,entry,,,d6b5c324-2b77-4627-bf41-35e63b441062
۳۴م۳۷۸-۱۷,waived,2026-07-27T10:52:38.276975+00:00,2026-07-27T14:38:25.751804+00:00,225,179166,waived,entry,exit,,2985f23d-2169-4fb5-bfcc-6e397a7df478
۴۷ب۵۷۴-۲۷,waived,2026-07-27T10:50:32.825360+00:00,2026-07-27T18:23:56.317541+00:00,453,0,waived,entry,,,0dbcb974-0ac3-4e7e-900b-631d0626e024
۶۸۱۲۴-۴۴,waived,2026-07-27T10:50:10.531047+00:00,2026-07-27T18:23:56.317541+00:00,453,0,waived,entry,,,89ce9126-8bb0-4316-bc6c-61c20004ae88
۴۹ل۶۷۵-۱۷,waived,2026-07-27T10:47:42.718082+00:00,2026-07-27T10:51:26.596543+00:00,3,0,waived,entry,exit,,e201f623-50b5-44df-87c1-ff8d3bddfb88
